Framework,Strategy,Status,Cost,Depth,Nodes(exp),Nodes(gen),Runtime,start,goal,Problem,Solution
graph,a-star,Success,24,24,25,77,0.001,"(140, 95)","(164, 95)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,24.87,22,127,193,0.0042,"(94, 70)","(87, 92)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,27.41,27,28,88,0.001,"(121, 96)","(122, 69)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,141,213,0.0049,"(104, 62)","(126, 75)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,26.05,24,92,145,0.0031,"(82, 262)","(79, 238)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,149,212,0.0049,"(88, 202)","(96, 178)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,27.56,21,103,176,0.0037,"(147, 96)","(163, 117)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,28.82,28,71,137,0.0024,"(70, 135)","(68, 107)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,30.69,27,154,210,0.0048,"(101, 245)","(95, 219)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,149,215,0.0049,"(138, 265)","(114, 254)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,29.82,29,41,102,0.0013,"(73, 123)","(102, 123)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,31.23,30,104,174,0.0034,"(38, 135)","(35, 105)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,158,222,0.0049,"(100, 177)","(81, 182)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,147,213,0.0049,"(102, 192)","(75, 199)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,27.97,21,91,171,0.0034,"(105, 141)","(126, 158)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,153,215,0.0049,"(100, 226)","(110, 201)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,143,209,0.0049,"(129, 191)","(104, 199)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,33.41,33,34,106,0.0013,"(103, 103)","(102, 136)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,35.64,34,97,149,0.0032,"(179, 276)","(175, 242)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,138,208,0.0049,"(114, 151)","(88, 136)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,148,212,0.0049,"(115, 85)","(104, 56)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,35.84,26,69,173,0.0025,"(60, 171)","(36, 145)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,137,205,0.0049,"(116, 192)","(87, 207)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,148,214,0.0049,"(102, 184)","(130, 198)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,33.2,25,131,223,0.0047,"(82, 197)","(62, 172)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,33.51,29,151,221,0.0048,"(82, 99)","(56, 113)",./example/gridmap/arena2.map,Hidden
graph,a-star,Success,34.84,25,26,128,0.0011,"(70, 277)","(45, 253)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,68,116,0.0051,"(53, 146)","(61, 112)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,30,92,0.0049,"(123, 183)","(123, 144)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,34,99,0.0049,"(136, 165)","(166, 142)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,36,88,0.0052,"(104, 66)","(100, 101)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,47,74,0.005,"(120, 106)","(100, 84)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,44,96,0.005,"(120, 65)","(85, 70)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,34,104,0.0051,"(107, 93)","(108, 129)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,37,93,0.0049,"(41, 148)","(37, 110)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,37,90,0.005,"(170, 92)","(150, 120)",./example/gridmap/arena2.map,Hidden
graph,a-star,Time out,None,None,42,73,0.0049,"(73, 128)","(88, 160)",./example/gridmap/arena2.map,Hidden
