Framework | Strategy  | Status    | Cost      | Depth     | Nodes(exp)| Nodes(gen)| Runtime   | start     | goal      | Problem             | Solution            
graph     | a-star    | Success   | 71.690000 | 68        | 1123      | 1316      | 0.0467    | (133, 161)| (121, 150)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 78.380000 | 71        | 254       | 415       | 0.012     | (118, 132)| (111, 176)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 91.400000 | 75        | 109       | 274       | 0.0058    | (138, 149)| (101, 199)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 78.480000 | 67        | 101       | 248       | 0.0057    | (70, 131) | (77, 193) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 82.170000 | 67        | 70        | 240       | 0.0034    | (128, 253)| (87, 204) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 82.200000 | 74        | 2552      | 2733      | 0.2086    | (80, 77)  | (69, 106) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 80.330000 | 75        | 76        | 227       | 0.0102    | (10, 96)  | (63, 127) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 87.300000 | 75        | 120       | 310       | 0.0167    | (102, 131)| (117, 59) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 77.250000 | 67        | 68        | 256       | 0.0105    | (143, 78) | (168, 145)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 79.200000 | 71        | 72        | 258       | 0.0081    | (86, 171) | (106, 100)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 86.200000 | 78        | 2034      | 2235      | 0.1114    | (108, 163)| (78, 157) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 80.380000 | 73        | 1778      | 1958      | 0.0746    | (127, 147)| (136, 161)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 86.220000 | 69        | 214       | 382       | 0.0099    | (130, 99) | (86, 128) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 81.940000 | 68        | 270       | 443       | 0.0115    | (181, 266)| (134, 275)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 78.690000 | 75        | 76        | 206       | 0.0034    | (115, 253)| (40, 250) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 80.150000 | 74        | 76        | 198       | 0.0108    | (81, 254) | (155, 249)| ./example/gridmap/arena2.map| Hidden              
