Framework | Strategy  | Status    | Cost      | Depth     | Nodes(exp)| Nodes(gen)| Runtime   | start     | goal      | Problem             | Solution            
graph     | a-star    | Success   | 68.690000 | 65        | 2030      | 2205      | 0.0598    | (120, 152)| (132, 162)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 71.560000 | 65        | 2139      | 2295      | 0.0628    | (69, 179) | (69, 152) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 72.920000 | 68        | 799       | 936       | 0.0235    | (116, 199)| (128, 131)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 75.920000 | 71        | 560       | 692       | 0.0169    | (132, 260)| (61, 272) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 72.280000 | 69        | 522       | 644       | 0.0184    | (86, 206) | (78, 137) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 71.690000 | 68        | 1314      | 1477      | 0.0377    | (133, 161)| (121, 150)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 72.280000 | 69        | 2372      | 2570      | 0.0721    | (118, 132)| (111, 176)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 72.250000 | 62        | 606       | 765       | 0.0182    | (138, 149)| (101, 199)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 71.430000 | 62        | 645       | 754       | 0.0182    | (70, 131) | (77, 193) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 74.660000 | 64        | 616       | 757       | 0.0184    | (128, 253)| (87, 204) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 73.740000 | 68        | 2274      | 2467      | 0.0671    | (80, 77)  | (69, 106) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 78.690000 | 75        | 485       | 601       | 0.0137    | (10, 96)  | (63, 127) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 78.150000 | 72        | 1005      | 1175      | 0.0305    | (102, 131)| (117, 59) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 77.250000 | 67        | 1172      | 1336      | 0.0356    | (143, 78) | (168, 145)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 79.200000 | 71        | 1248      | 1414      | 0.0372    | (86, 171) | (106, 100)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 75.380000 | 68        | 2510      | 2716      | 0.0758    | (108, 163)| (78, 157) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 75.920000 | 71        | 2257      | 2441      | 0.0663    | (127, 147)| (136, 161)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 75.990000 | 60        | 874       | 1044      | 0.0267    | (130, 99) | (86, 128) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 78.300000 | 66        | 726       | 912       | 0.0213    | (181, 266)| (134, 275)| ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 76.230000 | 75        | 328       | 473       | 0.0099    | (115, 253)| (40, 250) | ./example/gridmap/arena2.map| Hidden              
graph     | a-star    | Success   | 76.050000 | 74        | 485       | 601       | 0.0142    | (81, 254) | (155, 249)| ./example/gridmap/arena2.map| Hidden              
